,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96
1050,-59,-1316,-5371,-20931,-9121,-6964,-17924,-32697,19428,3046,18752,25799,-32555,-63451,25756,-1563,6463,-2094,24745,-25890,13572,10456,35166,-9322,-11144,5113,17263,-43888,24016,-25776,7146,19829,-1996,-46556,72540,-50111,-7426,11656,-7948,13706,26828,2490,15440,-30680,-31093,6246,6535,-4847,30773,-1156,-5460,-8339,-30696,-36481,8013,-2052,1041,29876,-28051,25069,-10363,-13231,-20286,8991,-659,-14508,-7607,27602,-11912,20375,4010,-11335,23493,1484,12952,-14043,4931,5964,12245,17522,-10522,9135,17085,2266,4194,2280,-10157,18004,-12599,1862,-5560,-40578,34591,11865,-18186,-8802
1051,-4349,2851,-4487,14505,-32685,21247,20599,-25693,-15031,19085,-26981,13184,18964,-13133,6029,-13660,-19076,18200,-5133,-11475,-1719,-15517,-16885,27750,10472,-22027,14563,-6026,-8593,10452,18166,-4712,25650,-22382,32264,6223,-6654,-4253,-24997,-20552,2719,31177,-10311,14571,-5525,-22893,13187,28,-50308,26084,696,-34018,6595,-12449,-60008,24350,880,-41751,-21987,15665,-35031,31471,8284,-8186,19452,-3826,-53025,42585,-25101,-17859,9754,-4299,-36507,11898,-28660,-35717,-14338,15985,-3445,-11224,-2623,-16292,-24261,-8098,-6313,-13099,-288,2676,-15383,9442,20358,-20402,-7146,-2454,-5142,5147
1052,-4736,-88,-3184,9300,24302,-27961,-65100,45446,-17823,-15544,-4864,3807,-4194,-5686,-36241,-15004,-1540,-19050,-10181,-7775,-16788,3731,-13665,-12857,5318,-12230,31862,15424,-6686,2203,-498,-4903,2252,-1054,-13698,-14225,4851,-4387,-14687,22186,-41447,-17358,1620,-12416,12788,24796,-20673,9186,-3168,-13633,14355,30771,-26550,16817,-18195,-14787,13069,-3065,-27264,16197,3635,-28401,2119,-14325,-9101,38489,18114,-31800,16601,22975,-7650,14990,-8325,-22673,-9764,6237,2664,8282,11181,-24958,-16059,3176,21550,-4074,-17001,-7163,-16747,-18059,-21533,-2605,23924,-14583,-4561,-219,-22654,-15092
1054,-31655,-31365,-13150,-150785,-30182,-40835,-41777,-25805,-6796,-320176,1496,-74623,-68266,-23561,-15372,-330476,65666,-32235,-36386,-13294,-7957,-122880,9105,-34451,-3415,-1292,13176,-33539,26998,-32407,-7012,13705,2179,-3910,9212,-6699,-2677,-16296,-8564,8677,-15586,13260,7347,16432,-20534,-22525,-3590,23629,18370,741,247,4002,-24313,12483,-13742,19807,2600,3169,322,-24759,8628,-12886,-8888,-13674,13077,-2312,-818,13027,-23760,-7769,-1011,-530,-5323,14696,-20118,-18230,12515,-4191,10224,-16147,156,8698,12159,24258,20274,4968,-19313,10753,20808,-20316,-12623,38856,-6708,-27037,5746,-13069
1055,-44540,28387,-11014,-7261,29772,-2542,-14703,10284,-2319,-14274,7511,-12501,194,2534,-9318,15917,24631,-525,8285,-16756,7420,-1884,32313,-29534,4569,-11088,735,9801,-2665,1784,7940,2194,-7152,19761,-4260,-15046,87,-20205,-4084,7317,5418,7373,-17270,-11692,-3673,-1936,7546,3195,10172,-6647,-2875,-14220,-2716,-765,-7104,34437,14086,-10786,16997,31232,-20134,20110,26386,-23578,23185,36552,-22565,12515,3317,-62242,34880,-10797,-25792,-11374,11416,5236,-34224,-22230,-4071,-23828,-32169,26401,900,-16271,2201,9142,-15520,3107,-10212,-39726,30632,-20503,-46370,7749,-20699,-21320
1056,-17470,20239,1743,-14584,-7548,-10851,-267,15285,-14164,864,-19197,-12255,-16558,185,7344,-13613,-7943,-10909,-26140,17840,12469,24958,-10150,222,-1383,61193,2303,13240,-2272,-10121,-28420,9858,-12436,-20212,14757,-13289,-15465,-9675,-15101,-7724,36189,-14059,3166,14848,-22285,-4764,18698,-1126,24218,2031,-19784,23524,25540,-1345,26770,17921,-32582,5740,11934,4479,18067,64456,-37734,-19337,-1326,-32979,-13172,48505,-36759,-36551,30940,-10785,-35312,87044,-5497,-58824,74046,11232,-164272,135913,-24470,-65785,84585,-16600,-92110,84628,-58179,-43893,51698,-1474,-27061,36042,-8348,-16104,25452,-15876
1057,3859,-14904,11311,-42367,-17825,-18137,-19942,-7381,-7347,-107927,-15305,-47801,5340,-9047,26424,-193292,5399,-30646,-29164,-17214,26824,-112405,52169,10221,-13284,7057,-10937,-25470,20392,-6814,-7677,7827,14678,1813,-1986,-17049,30696,18446,9397,23642,-9914,-36385,39943,-23351,-17393,18611,-29615,-36364,15352,-11959,-22877,17838,-18474,12856,23875,-5454,-1014,7586,40917,21279,4501,10753,12747,-5232,17149,-2121,17858,18810,20294,-12280,-4776,2169,-3610,-20786,-21207,-22168,-7437,-6036,-18127,-28327,-1596,-23248,-27348,5423,-7206,-36315,17156,-11484,-11320,30506,-13806,-18854,19426,7892,-10443,11241
1058,-22507,12920,-5469,-23001,35299,8715,1334,29214,-13787,10341,28993,7762,-11772,20747,3332,9248,42111,-5685,-9798,24807,13982,-20,-16935,6694,-11067,44087,5530,-28104,33045,22741,-24712,71405,-24168,-9714,21652,11982,-14713,44866,-3421,-24643,23823,-4369,-40093,7543,218,-62999,47153,-20302,-61663,11620,-4028,-42591,48930,36704,-64940,54032,13795,-52270,39304,-815,-11335,39999,17380,-69186,30736,-9191,-35532,31098,-23,-52181,-6148,-9686,2270,10047,13468,-52492,13332,-11213,-16220,11536,-26981,-16718,4003,6434,255,-9816,-14978,-31000,24982,-2112,-1266,-10622,-7333,-17863,15534,-13762
1059,-22487,12951,-5445,-22966,35348,8762,1365,29233,-13795,10393,28977,7779,-11735,20763,3364,9306,42104,-5669,-9734,24803,14010,-40,-16941,6676,-11008,44114,5545,-28044,33077,22786,-24632,71455,-24163,-9679,21659,12025,-14644,44889,-3398,-24620,23879,-4280,-40087,7608,222,-62936,47252,-20221,-61646,11711,-4061,-42499,48984,36798,-64858,54119,13881,-52198,39384,-719,-11247,40000,17460,-69131,30844,-9119,-35471,31135,46,-52195,-6075,-9626,2313,10034,13522,-52474,13410,-11146,-16195,11570,-26879,-16705,4029,6451,230,-9811,-14942,-30946,25026,-1983,-1291,-10616,-7363,-17829,15555,-13703
1060,-22389,16301,-12155,-57286,40150,7362,-100081,34818,-5367,-75718,21046,28967,-111803,-18580,-21252,-95211,24884,1833,-64553,12571,11010,-38516,-6353,39176,-16677,11470,-27561,-30019,6390,15874,5592,12320,-14799,-34152,8531,-5915,7531,33827,70,-8716,-16045,-18272,-14364,8871,-13678,-25008,7433,-14718,-1279,10818,8408,-8763,6139,1416,-30796,10535,-6241,-5969,-8057,-24281,-50239,-3883,-6935,-4964,-9548,-31536,-17016,3257,-8279,7294,3522,-9037,-6413,-17858,-24551,10092,3191,10094,-779,6150,-22411,-10568,-690,-12364,2735,3323,-5326,9317,17164,-7209,-3527,-1591,-15340,-8661,7492,-832
1061,6765,-27873,-7552,7789,-63753,-15435,21495,-14450,-57943,8326,-13308,-40709,28079,-2297,-49567,-27465,-18021,-55156,-17990,-8977,-13489,-85505,43521,-32292,-42078,-30417,-2842,-56556,6310,-9173,-69562,-34660,-8126,-29518,-30061,-9544,-51179,-2935,10345,-28969,-28496,2712,-28686,-6360,-10152,-24456,-36330,-12660,-49787,-1276,-7242,-6760,-29775,18406,-28711,-6095,-10110,-10000,-23727,-344,14182,-21456,-13915,-13348,-15572,-27907,-4062,-13421,-25816,-10767,-20936,133,6764,-25068,-4615,-30014,-13131,10289,-3218,-52573,-3183,34152,-32936,7802,-4655,-8717,10657,1187,-14938,-5437,1512,-34561,1203,860,-16407,-2921
1062,-27207,-4124,-7294,-52819,-28943,9641,-10594,2665,-10888,-7502,8349,1394,519,7517,-11583,-22516,48105,20362,-17397,29460,-4104,13610,102962,21061,-48542,43318,-1195,-25815,75019,-6582,-65593,59051,13418,-49525,29160,2592,-15566,32895,30490,-47980,32418,-13593,-6858,18959,22447,-42494,20969,2571,-27990,64961,943,-42679,7000,-22450,-21595,40028,3195,-41881,18583,-18329,-18194,-10197,-8417,-28966,26963,-10753,-18169,13740,-2852,-27429,5005,-3263,-19671,-16009,605,-21899,10765,13122,-59810,-14223,8079,-19106,-46003,-14302,-15268,-947,2428,-13596,-8203,10194,-37148,-9352,-4104,-17059,-10024,9635
1063,-11493,1623,6440,18280,5040,-15382,11767,-14360,24497,-13519,-13732,2,-29955,-13194,27204,1704,-26458,-6505,-20107,-15280,28218,-8761,7003,-30951,-8305,13473,-3094,-13061,-15523,-15541,-18198,9481,-25318,9,-10634,-8385,-135133,113903,-51520,-39734,26746,-22192,-98674,105074,-44501,-23473,34358,-32016,-32604,66696,3662,-9220,48956,-11509,-33340,448,-23072,-19275,-13959,9821,177,-40055,20091,-8307,-10793,50416,-1746,-14117,1074,-14762,2194,18887,-2117,-6884,-13384,-7414,-5237,-4386,-8281,1639,-8516,3758,23006,12566,5076,-10549,-18308,-10778,14169,-19913,6060,25719,2813,-7457,-636,-9376
1064,21805,14840,-31906,-7629,11245,20233,36934,14403,-51503,28162,-28474,3943,8739,7060,-14273,-11466,-16814,-8175,15191,14567,7326,-48,2388,-25871,13299,-3430,11450,-14908,5652,-14528,28862,12359,-16315,-4221,9400,1019,1783,-15012,-11248,-2904,-11421,-33370,-22674,1152,2159,-23508,9674,8746,-39847,9028,-6965,-23093,-13782,12472,-47835,10577,5258,-2921,41959,-474,-29507,-20969,10668,494,-3468,-14972,-24052,-20657,17124,509,14691,-25578,-63765,32216,13981,-72000,41118,-1935,-129104,89016,-45466,-52880,37177,-8816,-61528,39797,-36701,-3578,-20511,-15500,3399,-17189,-20276,-1856,-31594,-3224
1065,-511,2298,9573,34925,22466,16617,-26072,-20248,22940,47032,-16262,1846,-52724,-13693,-23200,-39951,22499,-8842,-76245,24311,-21096,4843,17134,-2717,-35460,15119,803,-345,-9722,-11311,-5984,14021,-17275,5845,9661,4722,12540,6230,-7113,14893,-5831,-11948,1762,5286,43,15455,-8041,19681,46493,7696,15238,-3421,-15333,3512,17601,-3357,-32844,-10748,-8086,-31915,43848,5061,-31420,11222,14144,-21132,42397,-16458,-31934,18292,18291,-13985,30936,30660,-10876,3987,36840,3945,2685,33013,7180,-4027,42345,-16956,-11980,28358,-2476,-14256,36730,12093,-8934,5896,18390,-3814,14843,18373
1066,-85321,-3146,-4747,-60710,32431,-4100,-55625,75887,8788,-62216,15479,-16309,-37142,53297,-8806,-18668,6209,10241,-30788,21076,-32682,-49346,-12459,38079,-6214,28238,-22916,-18079,10065,14340,-16258,16056,-18011,-5955,31549,17828,-11681,-5808,-10171,-3697,24890,19129,-28355,17029,-10009,-27626,-16180,-7638,-10715,-5397,-11275,-18926,-10521,-16945,-37139,-8745,4698,-77931,-36124,-481,-36640,-8134,-18085,-32970,-51498,-4763,-6137,-1276,-379,-43276,-26198,-31424,-41067,2258,9601,-33300,-27689,6784,-50527,2887,-7097,-63627,-8017,9245,-45201,-34961,-19557,-42520,-25858,-14811,-49410,-8848,-16728,388,-7411,-15744
1067,-2005,-14087,21698,2760,-16350,19576,-21407,-21832,11979,10916,12330,18931,5298,-496,-7759,9774,-482,17246,19640,6263,9586,5732,-38440,-30134,402,-4510,81,6062,29602,-27478,-8560,49174,-6014,15984,15655,-29686,-25127,-4080,-10359,4789,-10844,-16298,22646,-6542,-28019,5778,-11740,946,-8737,-28500,-3406,8841,-4435,-77,-10926,5945,39019,-400,-11992,-27923,9554,-22690,-953,-4906,-4333,2472,-18152,20094,-12387,-1162,-223,-8084,-113891,51238,-24367,-40839,56822,-16593,-677,-5482,-16718,-9156,27796,-983,7634,7201,-3746,89,6501,-13168,-32115,-6907,-18074,-2775,17218,-13444
1068,-13782,3119,-14499,-4755,-46592,-44898,-38602,-26313,-9636,-44934,-13044,-37395,-47397,-32837,-6626,-127511,2830,-63627,-100071,-15682,7794,-122792,16942,-6225,-80698,3570,13303,-163042,65350,-11970,-73434,1614,14010,-70733,35869,-7489,-37015,-11298,25093,15094,-30647,25886,-14693,-7860,6696,68605,4681,25747,48642,-25061,-5747,2550,-23849,10088,51703,-31893,22437,7285,-5154,2716,15333,816,6158,22464,-28786,28213,14165,-14090,3797,-9659,20357,11615,-23630,-19574,41023,-26365,-18397,18213,1649,615,17020,-12141,16402,11216,12354,-7431,17926,-10063,-935,-5842,4909,-1790,25635,-1056,5715,7082
1069,-14997,7010,-12322,-16269,-45245,-50417,-41779,-19390,-3827,-46877,-6497,-33385,-53929,-23441,-9302,-128432,23586,-47545,-101988,-161,11763,-120102,36641,-1193,-78843,16410,20342,-147536,87486,8315,-71062,11075,19432,-65101,45612,-2171,-36302,-5834,26908,13013,-33343,28637,-16177,-4537,7897,70769,-6071,31339,43500,-31176,-8244,-1555,-23245,10676,46273,-40739,17836,6534,-6282,3720,14648,-1451,9938,22107,-34562,31098,12316,-15575,4125,-6217,21875,13306,-23883,-17188,40979,-28275,-15952,11841,2809,-1622,16297,-7875,18102,14773,11741,-9157,18000,-10523,1828,-8041,5630,-3063,26271,477,4731,7244
1070,-17881,-6852,13163,4411,-28896,18184,-42261,30509,20821,-9698,-11451,21159,-42021,-22157,1015,-6190,-78352,31400,-1766,-4447,-2144,36080,-20903,34946,8778,-15134,-15138,22358,-32368,-18631,30341,13475,10458,-12676,-8730,7850,20826,-30727,1262,8707,-43912,1384,32429,-24548,5311,-17243,-23659,-7338,18639,-19189,15972,15746,-47348,-25353,9528,-7492,6010,44972,-37258,-24691,4732,-15632,21824,17040,-12122,-7397,-17489,-23352,27740,-17910,2270,-4151,-5360,30463,54757,-42616,39650,-12198,-131644,136126,-35637,-36164,12173,-42514,-86222,73715,-65740,-40584,5437,-20269,-40284,-27852,-38167,-11259,-34679,-23275
1071,-36369,-16132,-19462,-152005,-18017,-56507,-14390,516,-24431,-325724,-15575,-74143,-56631,19740,-4012,-341517,108438,5002,-64672,-5191,-22283,-151399,73544,16894,-25419,41081,-38940,-20581,58907,-11320,-9862,48890,-3367,-7450,31539,13792,-1515,29612,-3576,9852,41589,-3257,18577,37375,-4500,20457,-11503,-11978,2408,15570,-11222,-15552,18919,20435,-5801,-1468,-29948,-4463,23477,-16506,7331,-9169,8464,19667,-8290,-10596,-10042,12423,19673,-12975,-8336,-16904,-2329,8568,3816,-11291,62610,-20199,-26767,-3248,-12811,4406,-1859,2388,-12357,2709,-5979,-47733,14494,24900,-33158,11157,1556,-29185,24916,17886
1072,-31929,-24180,-17883,-105481,1824,13016,-14937,-9032,-21395,-123274,-7166,-10649,-9316,-7224,7229,-90552,-3094,9936,-35578,8377,465,-30792,-17030,3366,-28988,2515,-17317,-704,6314,27376,-12048,6164,4088,-13531,39456,-22353,-48929,-17985,-709,-21012,3504,11430,1143,-6587,-5907,-25740,6726,15002,-13080,-29074,22087,-3323,9550,-396,7142,-2111,1190,-19813,2742,-23743,-5721,-652,4165,18547,-18676,7718,2135,-10770,-3124,-20588,-27969,-14454,8934,1328,10716,-12135,7106,-13835,-4315,11720,-30529,-12343,-8264,-5253,-21100,-9010,3283,-27078,6624,-24440,-30918,1446,-15153,-24705,-14640,-3466
1073,22652,4858,1883,27636,5414,-20537,1469,-2988,12851,999,13749,-2579,4557,-12549,12119,23997,9900,-8677,-8785,24437,-17972,37997,27276,26249,-31701,4220,5006,-2682,18148,12096,-32071,20242,-12682,10325,-7868,15126,-114333,89362,-32713,-16208,30536,-10680,-123561,85974,-26250,-5566,15930,-17828,-6729,18254,-2319,2551,26776,3119,599,-16631,-21947,10199,-43676,-13334,12109,-4023,-2063,16914,-12095,-15102,2404,-10923,-8408,15453,-4222,-6282,7254,-7927,9857,-26477,-9833,-16479,16830,-24200,-17490,12303,-25526,6482,3249,-5052,-33289,10885,8729,-11025,16947,31579,-1538,15033,-15543,-9570
1074,-23383,28262,1559,-37296,21438,-13975,-53239,64905,-16765,-36840,1615,12061,-10275,-8496,-3874,-4737,-16631,31959,13875,-13718,14838,-23014,22144,-6310,20824,-25354,-17723,-26196,-12591,30884,9696,-6254,43628,-1805,9836,16167,27689,-11108,1682,2582,-19668,31902,32876,-23258,5164,-12426,-19578,22087,30853,6257,9414,15381,10709,16916,-14336,-27534,31883,-4368,-13734,14918,-10310,-30593,-7073,-3387,-19186,10880,-6529,-25359,10098,18917,6704,11086,-1395,-9902,4826,-8189,-28883,-26909,-715,3066,-14814,-4027,-1834,6555,-4906,-7672,37021,-15445,-30620,-6886,14978,-18310,3802,-1297,-23470,3652
1075,7039,-26872,16216,-44,7056,11411,-9569,-38948,-1063,-3295,15774,5947,38637,-42787,-11024,7989,14349,20295,15533,-8037,-8705,4165,-5375,11498,14004,-6541,14748,-8180,-54436,36076,-19470,-37800,5128,-31863,-53063,49197,-26074,19373,8368,-30271,-21146,39982,-15772,26810,40375,-27914,-13035,17538,-2217,-687,45834,-44437,16182,37740,-40770,13176,21925,-11034,-785,13026,-48223,198,16175,-44052,11614,22187,-75358,28442,22689,9791,-5535,24684,-59800,-8952,8543,-31030,-2887,-9872,-28414,-37078,-13437,-27994,-17658,31563,-22732,-8748,-11688,-2325,-48315,-3509,-19441,3307,4206,-10127,5959,-17526
1076,-30175,-20680,1920,7245,3366,-4381,-31558,-5731,20978,17958,-27921,17673,-37538,-43138,13970,15097,-56775,18963,-5257,-37316,6625,6415,-49729,39579,-5470,-41495,-3899,-54297,1389,3562,-31115,471,22761,-58334,34060,-5585,16626,-2322,8630,-32771,21347,-24367,14075,-10873,-20012,-10357,9045,4241,-16180,-5974,-29555,14937,-1683,-139,9773,9406,-4208,-5124,-22267,-3912,4013,2961,14654,9578,14941,1469,29520,28523,4338,-18562,-26000,-17826,-5993,25404,20157,-1230,20547,7601,-20206,-10303,43940,-22920,652,5951,-7290,-5266,19627,-43654,-13614,20861,1174,19043,-2964,10735,-8013,27302
1077,12587,3351,-27491,8929,-24658,4361,27472,21680,-19479,44351,-16345,-20620,2996,18915,-20761,54812,-5889,-4820,-12096,33594,-9480,30506,-14952,-26725,7865,9473,-9182,26802,-12454,-4317,-6085,25162,-13006,-13354,2513,6363,-29612,9166,-20467,-27234,-11178,21225,-50488,-9083,-1473,-15839,21713,-10417,-36776,24921,-23838,-68313,11235,30522,-61075,17620,-3668,-83850,-7968,21173,-67972,29034,-21108,-23679,-4859,-41021,-71515,26120,-16986,-6521,1733,-12601,-29008,4465,-12844,-8083,-2766,-30834,1444,-15759,-36278,11432,-8009,4989,4650,786,-16987,-13119,-14863,-11945,11014,-9284,-3092,44,-738,-15124
1078,-9187,3891,7912,-18360,-820,21516,-10940,-17790,-8843,1374,-21325,4644,-18317,-28092,-5185,-44030,-30043,-9947,-22013,17405,-14472,-51561,-43369,-24153,-21302,-19804,-4327,-133722,40119,-10897,-3409,-12763,7435,-123456,90927,-22668,-32969,12398,-4274,-75985,62475,-5854,-1850,-2299,-4998,-29217,24531,17256,-8547,22019,-11166,-39085,7594,22123,-10514,26261,5171,-16779,48519,23681,-42760,36160,22822,-39978,26099,-2659,-22541,20329,14288,-19784,-740,12466,-15767,22691,19102,-52946,-2694,13650,-15799,22555,13677,-29878,-38175,-32465,-8656,13118,-14680,-32548,-19297,-908,-1876,-4249,9645,-2323,-18254,2842
1079,-4444,29394,16157,-32994,30146,-14626,3027,39050,-23686,-14506,47633,-17616,26256,35136,-17753,-92368,51816,-32066,-20281,48313,-6203,-88426,22417,-3597,-7857,34781,-1292,-52587,5886,2081,-12830,18908,4930,-9044,23133,17445,13823,32927,-31209,6149,39496,576,-4072,22192,-40885,12041,30220,7947,28741,36816,-26069,22448,59851,-8581,17816,53720,1700,-33686,57187,-13073,6107,55105,-10368,-10547,30025,-15753,4475,20465,897,7844,-24012,9603,54587,22278,4275,-324,19454,13036,4220,24900,-18817,21553,-27753,1533,4603,-2659,-9093,-7894,-12004,3276,-15688,3482,7838,-18930,23708,25532
1080,-47569,-14154,-15611,-71627,14691,7106,-11459,-37285,-514,-143494,-4769,-20009,-1288,-8791,-30360,-217192,55283,-15398,4438,-11791,3251,-143311,78796,19923,-43914,-2665,5914,-38182,21139,-18958,-10748,2722,-33964,2071,40790,-4606,-30150,9305,-9387,-5069,5864,-15829,4799,-8902,1309,15430,-2048,-9135,432,6490,2585,4436,36839,-106,-8033,-6131,-21294,14088,24234,-1866,2950,6456,-8306,-18320,20719,7596,19138,-14129,-13765,-51380,-11953,-5530,27159,-8906,-11745,-14145,-3257,4255,-2624,16756,11106,-18722,-16982,1677,-28849,-12130,-18596,1793,-21321,18635,10717,-17530,5462,-157,-12039,2091
1081,-25581,-14510,1382,-132511,-29781,-26030,-15167,-9483,15274,-186365,-3603,16526,-20989,-11899,-34311,-131910,-14213,58391,9499,-28913,-13716,-17141,-30647,30630,-14069,6033,-1339,930,-17862,-22406,11593,30120,-17971,20105,1907,-32458,17918,35596,-22812,48060,4078,-18921,14735,25366,-22929,22964,33491,-9518,-510,15116,2530,24192,10789,-15129,2311,30745,29996,-19065,25093,26008,-12275,34583,23400,25400,18348,-7560,5349,8070,10942,-16042,15091,-1668,15913,14793,-18666,36125,-9091,-43542,14276,9598,9485,-7765,52767,-12182,16130,29293,-35330,4228,-1693,-22815,34159,-5858,-29442,21242,24547,-9709
1082,-13131,-21203,-8977,-41291,-12930,24339,-7628,15094,12875,-5521,6641,9533,-11231,1306,-6341,-17580,-14112,20642,-4162,-15432,2030,-10645,-14792,5235,-20830,-14408,9914,-12812,-16959,7511,-40624,-10212,-2807,-24055,32440,23705,-39202,38931,19673,-12577,12842,24336,-47615,17876,-16999,-17198,3473,-9222,-55088,-27278,6402,-28474,-28544,12592,-67756,-15645,-11710,-44917,-45661,10794,-102253,-18510,-23642,-45877,-44552,7012,-85132,-31343,-91,-8510,-51809,-9222,-40576,-3085,-19928,-20229,-33211,27079,-38561,6063,5805,2843,-40398,-4917,-32366,5099,6095,-43896,-32570,-5087,-13605,-19753,-6429,-31538,19648,5338
1083,-333,12113,562,13845,-8221,-15495,31008,47667,-16062,38093,22267,-19233,50376,8970,5071,10414,17735,-42974,4192,885,-18715,34850,32937,3595,31771,28044,-24522,27542,20799,-8060,-1430,27153,-182,33346,12260,6601,6429,1578,13222,1368,-1475,20332,19465,24713,-5883,684,7217,14622,27381,29594,29,-13190,9825,19120,1739,27548,4688,-14168,18631,-14440,-15436,3946,-5228,-11579,17990,-13247,-11813,-14087,3355,-3540,8935,-7156,-52350,45177,20164,-53687,30999,6254,-155212,116351,-33814,-57603,48692,-6571,-66926,52317,-26591,-6440,18368,-3188,-3719,-8712,-29179,-15836,8372,10428
1084,-24387,-15628,-13922,16853,-20337,-10873,34677,-9645,-5035,28679,-21885,-18786,-5299,-17190,-4217,6011,17923,-17000,-12955,-9942,19692,-20335,-6304,16434,9201,8479,-9864,-16654,-17556,29590,-2338,1511,5526,5729,-18593,-8241,-19013,15122,3341,-1258,5662,9322,27618,-10899,-3283,-6721,-4660,-6589,-7692,16943,10866,-16282,-16003,5496,20180,-18565,-17972,-33197,-2972,11500,6094,4776,-8397,11538,-11987,-33560,-15038,7033,5988,-60234,-32769,-29640,-32171,-6933,6388,-7116,32250,12729,-4536,12172,-2025,-15714,4316,17579,-13504,-12482,-6002,-14026,4828,-22085,-30286,17691,16951,-12597,19923,-1106
1085,-21937,14399,-31984,4821,21616,-13721,-28400,-28805,-2853,-10203,5193,-13470,-22337,-17760,505,-18239,26952,5952,-17700,10293,-17855,5376,9255,-18892,-32980,-12925,22624,-29452,22917,-18589,-12884,21811,-24675,-3867,28903,-9140,14149,9140,-370,18440,9559,6025,11531,10792,-4917,13524,-2429,-43895,310,22015,-19653,-2949,28353,9894,15606,-4440,-15448,-14096,23831,10654,1062,-5134,-629,-25607,-1680,-14553,-4543,14724,-11576,-48833,23240,-32237,-17735,30634,-5598,-20610,-1177,10756,6389,-787,-6468,-3975,29879,-29639,8376,21566,-960,8837,38616,-20716,-9273,-854,-17099,-29591,-2379,-26813
1086,-14342,6636,-11858,25696,35594,2889,10007,62025,4136,7804,42474,2616,5505,54656,9025,2968,36566,-656,3602,31218,-26329,-13256,-12686,8102,-21261,-3458,-3557,-41863,48637,-36765,-3223,9841,-9008,-29497,68788,-19390,-25419,28149,18577,-7850,31309,7744,-7798,33445,-3106,-16568,-24042,-15115,-41366,22666,-7161,-31778,31525,5623,-780,-3665,17460,-33331,26028,31985,-32976,10966,10603,-9099,-4108,5982,8517,41283,26085,-14645,-3005,3399,-21674,-23325,29283,-16933,6588,25743,-34575,-7143,19810,-18912,6440,12137,-40916,-5127,5648,-793,-14047,7603,-1313,39434,-11475,-12674,11718,-3550
1087,-42932,19785,-13629,-19503,31646,1969,-114272,28913,-40068,-30527,-4965,27049,-30703,32443,-8822,-39884,-4894,-3673,13103,53872,29903,-33164,22742,15610,903,28199,12613,-23488,17946,248,4951,37886,-11782,-8138,-18808,-271,3812,30283,-9776,-31837,-5403,-19879,9634,45083,14355,1606,8986,20506,1229,18812,43644,-35156,6421,10388,-2663,14812,25192,-21164,-153,25885,-12267,796,3189,-9863,-22483,13092,7836,16500,-893,-21902,-3352,15767,179,-19341,7040,19832,22580,27663,20246,-30609,14956,-14040,-15285,14365,-39035,10988,22788,-9113,28480,15292,-21715,26616,28768,-12744,1319,22833
